target,OverallQual,GrLivArea,Neighborhood,x1stFlrSF,TotalBsmtSF,BsmtFinSF1,LotArea,GarageCars,MSSubClass,GarageArea,YearRemodAdd,YearBuilt
14e4,6,848,CollgCr,848,848,685,4435,2,_120,420,2003,2003
124e3,5,1144,NAmes,1144,1144,25,9204,1,_20,336,1963,1963
144e3,7,1690,OldTown,815,815,0,8850,1,_75,225,1950,1916
229456,8,1314,Somerst,1314,1300,936,8640,2,_20,552,2009,2009
176e3,7,1253,Gilbert,1253,1237,0,7875,2,_20,402,1996,1995
19e4,5,2620,Sawyer,1361,1361,498,18890,2,_90,600,1977,1977
102e3,6,986,BrkSide,986,960,0,6180,1,_30,180,1950,1926
177e3,6,1357,Edwards,1357,1019,719,11512,1,_80,312,2006,1959
185750,6,1489,NWAmes,1489,1489,0,9156,2,_20,462,1968,1968
287e3,8,2263,CollgCr,1055,1055,0,9240,2,_60,905,2002,2001
137e3,5,1008,NAmes,1008,1008,486,11425,1,_20,275,1954,1954
137500,7,1709,Edwards,970,970,0,2522,2,_160,380,2004,2004
335e3,7,2519,Timber,1238,1210,965,26178,2,_60,628,1990,1989
161e3,7,1378,OldTown,689,689,141,9600,2,_70,360,2005,1928
13e4,7,1708,Edwards,976,976,0,3363,2,_160,380,2004,2004
124500,5,1041,NAmes,1041,1041,991,9600,1,_20,270,1959,1959
168e3,4,1622,Mitchel,1622,1249,1159,32463,4,_190,1356,1975,1961
218e3,5,1437,Veenker,1437,1437,1157,10768,2,_20,528,2004,1976
29e4,8,2526,NoRidge,1203,1165,740,10120,3,_60,844,1994,1994
213500,8,1338,StoneBr,1338,1338,616,4920,2,_120,582,2001,2001
274725,7,2021,Gilbert,887,868,0,23257,2,_60,422,2006,2006
208300,6,1218,Somerst,1218,1218,27,7862,2,_20,676,2009,2009
91500,6,1218,BrDale,672,672,0,1680,0,_160,0,1971,1971
215e3,6,1602,NWAmes,1602,1602,1246,16635,2,_20,529,2e3,1977
184e3,6,1651,Timber,1651,1606,1398,12416,2,_20,616,1986,1986
88e3,5,1015,BrkSide,1015,768,489,6120,1,_30,450,1950,1925
133900,6,2291,OldTown,1260,1214,1046,7200,2,_190,506,1998,1910
148500,5,1002,NAmes,1002,1002,828,8750,2,_20,902,1970,1970
14e4,6,1482,SWISU,810,672,156,12155,1,_70,400,1950,1925
162e3,6,1204,Mitchel,1204,1204,866,4500,2,_120,412,1998,1998
119500,5,1302,BrDale,630,630,231,1680,1,_160,264,1972,1972
318e3,8,1694,NridgHt,1694,1694,0,12030,3,_20,818,2007,2007
88e3,4,1092,MeadowV,546,546,273,2217,1,_160,286,1970,1970
150900,6,1728,Mitchel,1728,1728,936,12640,2,_90,574,1976,1976
11e4,5,816,IDOTRR,816,816,104,8472,2,_90,516,1963,1963
131400,5,1144,Sawyer,1144,864,594,1e4,1,_20,264,1983,1961
142500,6,1003,Mitchel,1003,1003,819,7937,2,_80,588,1984,1984
16e4,6,1750,Mitchel,983,983,660,12508,1,_50,423,1985,1940
225e3,7,2287,ClearCr,1304,1304,603,15593,2,_50,667,1953,1953
205e3,6,1610,NWAmes,1610,1610,1200,10603,2,_20,480,2001,1977
143e3,6,923,SawyerW,923,923,543,8012,1,_120,264,1980,1980
119200,6,1082,NAmes,1082,1082,336,11664,1,_20,240,1950,1948
164e3,7,1646,Crawfor,918,918,364,7128,1,_75,240,1950,1941
141e3,5,1150,NAmes,1150,1150,179,7945,1,_20,300,1959,1959
316600,8,2132,SawyerW,1496,1496,1441,12327,2,_50,612,2009,1983
25e4,6,2654,NWAmes,1512,1054,619,11029,2,_60,619,1984,1968
151e3,7,1200,Somerst,600,600,0,3182,2,_160,480,2005,2004
141e3,7,1080,SawyerW,1080,1080,680,7500,0,_20,0,2005,2004
133e3,5,1268,NAmes,1036,832,375,12144,1,_40,288,1950,1949
274300,7,2097,CollgCr,1108,1108,975,9750,2,_60,583,1998,1998
132500,5,1148,NAmes,1148,1148,1148,7931,1,_20,672,1959,1959
134900,5,858,Sawyer,858,858,685,7252,2,_85,576,1982,1982
192e3,7,1459,CollgCr,1459,1459,0,8749,2,_20,527,2002,2002
184e3,7,1479,NAmes,725,725,626,7472,2,_60,484,2004,1972
312500,8,1800,Timber,1800,1800,1274,14331,3,_20,765,2002,2002
119e3,6,904,BrkSide,904,884,0,6e3,1,_45,180,2004,1926
141e3,5,1092,NAmes,1092,1092,895,14850,1,_20,299,1957,1957
176432,6,1314,CollgCr,1314,1314,24,9317,2,_20,440,2006,2006
83e3,5,835,Edwards,835,458,108,10625,1,_30,366,1950,1920
126175,3,1163,OldTown,1163,1162,256,5820,1,_20,220,2005,1955
146e3,7,1392,Somerst,703,689,0,3604,2,_160,540,2007,2007
111e3,4,948,Edwards,948,864,492,10215,1,_20,248,1954,1954
257e3,8,1844,SawyerW,1844,1844,976,10994,2,_20,620,2006,2005
113e3,5,1048,BrkSide,1048,993,0,6380,1,_45,280,1950,1922
162e3,7,1320,Gilbert,660,660,0,7750,2,_60,400,2003,2003
215e3,8,1456,Blmngtn,1456,1273,0,3196,2,_120,400,2003,2003
224900,7,1768,CollgCr,884,884,550,8158,2,_60,543,2003,2003
178e3,8,1414,Gilbert,707,707,0,9056,2,_60,403,2004,2004
158900,6,1386,Sawyer,672,672,438,11616,2,_60,440,1978,1978
14e4,5,1558,NAmes,1048,913,580,10930,1,_50,288,1950,1945
194500,7,1232,CollgCr,1232,1232,724,7314,2,_20,632,2007,2007
227e3,8,1665,NWAmes,810,810,643,8400,2,_60,528,2001,2001
127e3,5,1252,BrkSide,936,504,0,7438,2,_50,576,1991,1908
180500,6,1824,BrkSide,1060,764,0,13515,2,_70,520,1950,1919
124900,5,780,CollgCr,780,780,632,7200,1,_20,352,1972,1972
156932,6,1412,Gilbert,616,616,0,8499,2,_60,432,2007,2006
142500,6,1141,SawyerW,1141,1141,0,13072,2,_20,484,2005,2005
107500,5,2372,OldTown,1378,994,0,6600,1,_70,432,1965,1892
122900,5,924,NAmes,672,672,0,8064,2,_50,576,2006,1949
181e3,6,1586,NWAmes,1586,1362,0,17043,2,_20,435,1998,1979
227875,7,1761,Somerst,874,874,0,10207,2,_60,578,2007,2007
86e3,4,605,Edwards,605,528,348,9098,0,_30,0,2002,1920
173e3,6,1167,Gilbert,1167,1158,560,9248,2,_20,400,1992,1992
182e3,7,1428,Somerst,1428,1428,0,11639,2,_20,480,2008,2007
136900,6,1855,Edwards,1216,994,444,9525,1,_50,325,1972,1954
204900,7,1498,CollgCr,1498,1498,0,8990,2,_20,675,2006,2006
129500,4,845,Mitchel,845,845,565,7599,2,_20,360,2006,1982
168500,7,1474,Gilbert,804,384,0,8530,2,_80,400,1996,1995
197500,6,1381,NWAmes,1381,1161,982,9360,2,_20,676,2006,1972
129e3,5,894,Sawyer,894,894,492,8724,2,_20,450,1968,1968
79e3,5,1440,OldTown,889,540,0,5e3,1,_50,352,1950,1900
14e4,6,1796,NAmes,983,780,400,7056,2,_60,483,1963,1963
18e4,7,1430,Gilbert,774,384,250,7750,2,_80,400,2e3,2e3
123e3,5,1319,NAmes,1319,608,428,10634,1,_20,270,1953,1953
129e3,6,913,Sawyer,913,814,187,8400,1,_85,240,1966,1966
204e3,6,1756,Timber,888,872,742,9303,2,_60,422,1997,1996
28e4,8,1924,NoRidge,1086,1086,956,12011,2,_60,592,1998,1998
221e3,7,1494,CollgCr,1494,1494,922,12803,2,_20,530,2002,2002
135e3,5,1134,NAmes,1134,1010,588,7e3,1,_20,254,2002,1960
105e3,5,875,BrkSide,875,715,209,6120,1,_30,180,1993,1931
13e4,5,894,Sawyer,894,894,702,9764,2,_20,450,2003,1967
179200,6,1575,SawyerW,1575,1575,430,8012,2,_120,529,1992,1992
139400,5,1056,NAmes,1056,1056,480,9250,1,_20,260,2005,1954
174e3,6,1481,Gilbert,702,702,0,8125,2,_60,343,1995,1994
154e3,5,1154,NAmes,1154,1154,740,11e3,2,_20,480,1966,1966
145e3,7,1477,SWISU,877,861,0,6292,1,_50,216,1950,1928
113e3,6,1487,Edwards,798,735,94,8741,1,_50,220,1950,1945
118500,4,1029,Sawyer,1029,1029,903,7943,1,_20,261,1961,1961
14e4,6,1595,SWISU,1192,940,388,8400,1,_50,240,2e3,1940
120500,5,778,IDOTRR,778,740,403,6900,1,_30,924,1955,1940
152e3,6,1616,OldTown,1149,1149,370,5400,1,_40,216,2004,1926
179900,5,1265,NAmes,1265,1219,633,9350,2,_80,502,1999,1965
102e3,5,1522,SWISU,1008,1008,0,6e3,0,_50,0,1950,1926
239e3,7,1767,StoneBr,1064,1064,495,5306,2,_160,504,1987,1987
377426,9,1922,StoneBr,1922,1922,1249,14157,3,_20,676,2006,2005
144500,5,1526,Edwards,1526,1216,383,8562,1,_20,364,2002,1957
136500,6,848,CollgCr,848,848,686,4435,2,_120,420,2003,2003
117e3,5,833,OldTown,833,833,415,5400,1,_20,326,2e3,1954
141e3,4,1100,NAmes,1100,1100,419,12493,1,_20,312,1960,1960
253e3,7,1971,Somerst,1113,1113,341,9675,2,_60,689,2005,2005
150750,5,1327,NAmes,1327,1063,405,7388,2,_20,624,2002,1959
16e4,5,1687,Timber,1687,747,353,57200,2,_20,572,1950,1948
116900,7,1111,OldTown,572,572,0,5700,1,_50,288,1950,1926
154e3,6,1556,NWAmes,829,727,298,11700,2,_60,441,1968,1968
143e3,5,1473,ClearCr,1473,1437,1324,25095,1,_20,452,2003,1968
14e4,5,1601,Sawyer,1021,533,0,13825,1,_80,300,1987,1958
144e3,5,2020,SawyerW,2020,0,0,8400,2,_90,630,1977,1977
125e3,5,1728,Sawyer,1728,1728,1332,9100,2,_90,504,1963,1963
144900,5,1086,NAmes,1086,1086,320,10200,2,_20,490,2003,1954
155e3,7,1135,SWISU,575,560,350,7200,2,_70,576,2007,1936
204750,6,1786,CollgCr,905,824,648,9337,2,_60,684,1997,1997
501837,9,2234,StoneBr,2234,2216,1904,17423,3,_20,1166,2009,2008
284e3,7,2046,NridgHt,1006,998,866,10625,3,_60,871,2004,2003
275e3,7,1644,SawyerW,1644,1518,1518,12800,2,_80,569,1989,1989
278e3,8,2524,NWAmes,2524,2524,1104,9600,2,_20,542,1981,1981
14e4,4,1121,Edwards,1121,1121,0,8546,2,_20,440,2004,2003
225e3,5,2008,Edwards,1112,896,603,7800,1,_20,230,2002,1948
12e4,6,1158,BrkSide,950,862,0,6e3,1,_50,208,1950,1929
217e3,6,1494,CollgCr,1494,1479,1200,9236,2,_20,576,1997,1997
259e3,7,1530,Gilbert,1530,1530,1300,14572,3,_20,630,2004,2004
155e3,6,1114,SawyerW,1114,1114,814,13695,2,_20,576,2004,2003
228e3,8,1707,Timber,1707,1686,0,16669,2,_20,511,1981,1981
96500,5,789,Crawfor,789,768,0,10594,1,_45,200,1950,1926
89e3,5,616,BrkSide,616,616,616,6e3,1,_30,205,1950,1921
196500,7,1714,NWAmes,980,980,394,10421,2,_60,496,1988,1988
259500,6,2320,Crawfor,1436,1028,774,7259,1,_70,180,2002,1945
108500,4,960,OldTown,960,960,250,6e3,1,_30,308,1950,1920
213e3,7,1775,SawyerW,1006,740,513,9317,2,_60,425,1993,1993
137450,6,1608,SWISU,1160,976,264,6171,1,_50,216,1990,1925
271e3,7,2127,NoRidge,1223,1223,1e3,10944,2,_60,525,1994,1994
149300,6,848,CollgCr,848,848,697,4426,2,_120,420,2004,2004
23e4,7,1840,CollgCr,944,944,666,12420,2,_60,622,2001,2001
154e3,5,1060,Sawyer,1060,1060,188,8246,1,_20,270,2001,1968
107e3,4,1056,SawyerW,1056,1056,1056,8900,1,_20,384,1966,1966
136e3,5,1792,NAmes,896,896,0,9e3,0,_90,0,1974,1974
126e3,5,1134,Edwards,756,756,312,8160,1,_50,240,1950,1940
266e3,8,1939,Somerst,1095,1095,0,10728,3,_60,1053,2006,2006
143e3,6,1846,NAmes,1168,1040,196,10496,1,_50,315,1950,1949
2e5,7,2090,NWAmes,1107,1107,859,10382,2,_60,484,1973,1973
149900,5,1466,Edwards,1466,1466,176,17755,2,_20,528,1959,1959
169e3,6,2447,SWISU,1699,804,0,9638,1,_50,336,1990,1919
231500,7,1792,CollgCr,963,963,361,12435,2,_60,564,2001,2001
206300,7,1344,Mitchel,1344,1344,1309,7060,4,_90,784,1998,1997
200500,6,1682,CollgCr,804,804,505,8750,2,_60,523,1998,1998
159500,6,1194,NAmes,1194,655,655,8910,2,_20,539,1959,1959
98e3,4,1529,Edwards,1088,0,0,8405,1,_50,240,1950,1945
132e3,5,1268,NAmes,1268,1268,540,7800,1,_20,244,1954,1954
109500,5,1040,NAmes,1040,0,0,7200,2,_20,625,1950,1950
21e4,6,1635,BrkSide,915,1065,300,8737,2,_50,440,1950,1923
79e3,3,774,Edwards,774,544,544,4270,0,_30,0,2006,1931
129900,5,864,NAmes,864,864,521,9100,2,_20,624,1958,1958
112500,5,882,CollgCr,882,882,138,7700,2,_20,461,1972,1972
207500,7,1314,NridgHt,1314,1314,904,5063,2,_120,626,2008,2007
157900,6,1442,NAmes,1442,1442,608,9750,1,_20,301,1958,1958
178e3,6,1868,NWAmes,1140,585,0,12090,2,_80,477,2003,1984
23e4,7,2291,Gilbert,1005,975,0,8738,2,_60,429,1999,1999
127500,5,1355,Edwards,808,644,351,10106,0,_190,0,1999,1940
139400,7,1108,IDOTRR,1108,637,0,7449,1,_45,280,1950,1930
113e3,4,672,Edwards,672,672,344,9340,1,_30,234,1950,1941
205e3,7,2110,SawyerW,1222,948,695,8880,2,_60,463,2002,1994
139e3,5,1652,OldTown,966,686,686,10800,1,_50,416,1950,1915
223500,7,1786,CollgCr,920,920,486,11250,2,_60,608,2002,2001
17e4,7,1920,NWAmes,1222,570,0,10192,2,_80,487,1992,1968
91e3,6,790,SWISU,790,768,384,6292,1,_30,160,1950,1930
112e3,5,1416,Sawyer,1416,816,0,25339,2,_30,576,2007,1918
181500,6,1262,Veenker,1262,1262,978,9600,2,_20,460,1976,1976
95e3,5,1111,Edwards,616,616,236,9084,1,_50,200,1950,1941
81e3,5,1184,Edwards,658,658,0,8410,0,_50,0,1996,1910
103e3,4,1208,IDOTRR,848,780,152,6240,2,_30,539,1950,1925
11e4,5,1284,OldTown,720,720,312,3500,1,_50,240,1950,1947
255e3,8,1989,CollgCr,1091,1065,932,11367,2,_60,586,2002,2002
1e5,5,892,NAmes,892,892,432,7150,1,_20,288,1967,1967
151e3,6,1054,NAmes,1054,1054,602,9750,2,_20,460,1969,1969
183900,7,1452,Somerst,713,691,450,3735,2,_160,506,1999,1999
114504,6,1368,OldTown,684,684,0,3600,1,_70,216,1993,1910
151500,6,958,NAmes,958,958,498,12772,1,_20,301,1998,1960
85400,6,987,BrDale,483,483,387,1680,1,_160,264,1971,1971
124e3,5,1040,CollgCr,1040,1040,616,8430,0,_20,0,1978,1978
257500,6,1839,Crawfor,1839,1477,1186,14442,2,_20,416,2004,1957
87e3,4,1774,OldTown,1095,1095,0,9600,3,_70,779,1950,1900
125e3,5,825,OldTown,825,825,180,8235,2,_20,720,1995,1955
200141,7,1316,CollgCr,1316,1316,0,11175,2,_20,440,2007,2007
171e3,6,1118,Mitchel,1118,1096,522,9880,1,_80,358,1977,1977
157500,6,1478,NAmes,1478,1478,1270,17600,2,_20,498,1960,1960
129e3,6,2380,NAmes,1465,1021,187,18450,2,_60,596,1979,1965
133e3,6,1578,NAmes,958,806,403,9490,1,_50,240,1950,1941
11e4,6,1392,NAmes,1392,1392,0,13560,2,_20,576,1968,1968
76e3,6,784,SawyerW,784,784,0,9e3,2,_45,360,1950,1928
153e3,5,1297,NAmes,1297,1297,1213,8532,2,_20,498,1990,1954
207500,6,1728,Somerst,864,864,503,8791,2,_60,673,2003,2003
138e3,5,1904,NAmes,1136,1208,180,7200,1,_50,240,1982,1950
23e4,8,1795,CollgCr,1795,1777,0,9742,2,_20,534,2002,2002
139950,5,1144,NAmes,1144,1144,572,7875,2,_20,456,1961,1961
165e3,6,1502,Crawfor,900,602,0,10592,1,_70,180,1996,1923
113e3,4,1452,OldTown,736,736,0,4456,0,_190,0,2008,1920
1e5,5,1301,BrkSide,1301,1145,405,6911,2,_30,440,1950,1924
173500,6,1476,CollgCr,738,738,193,8633,2,_60,540,2005,2005
295493,8,1630,CollgCr,1630,1622,0,10226,3,_20,860,2008,2008
149350,5,1228,Sawyer,1228,1228,0,8544,1,_20,271,2006,1966
172500,7,1258,Blmngtn,1258,1258,0,3922,3,_120,648,2007,2006
211e3,6,2060,ClearCr,1164,1151,831,10029,2,_60,521,1989,1988
97e3,4,864,NAmes,864,864,524,10500,2,_20,576,1971,1971
157e3,7,1762,OldTown,998,596,0,7200,2,_70,576,1950,1920
91500,5,1456,Edwards,1002,810,0,7585,1,_50,280,1950,1948
217500,5,1647,Crawfor,1647,1430,1283,12984,2,_20,621,1977,1977
181900,6,1429,NAmes,1429,1144,594,14585,2,_20,572,1987,1960
2e5,6,2267,Gilbert,1010,1010,0,8068,2,_60,390,2002,2002
254e3,8,1324,NridgHt,1324,1324,863,6240,2,_120,550,2006,2006
175e3,5,1768,SWISU,981,731,569,7200,1,_50,240,1950,1937
35311,2,480,IDOTRR,480,480,50,9e3,1,_20,308,1950,1949
141e3,5,1800,NAmes,1800,1800,0,8e3,0,_90,0,1961,1961
239686,7,2149,Mitchel,1518,1434,1351,12822,2,_50,670,2003,2003
88e3,4,858,NAmes,858,858,614,8125,0,_20,0,1971,1971
328e3,7,2260,ClearCr,1306,1306,1201,14e3,2,_60,533,1997,1996
348e3,8,2392,NoRidge,1407,1396,1074,9452,3,_60,870,1998,1997
171e3,6,1564,SawyerW,888,650,0,8400,2,_60,476,1981,1980
130500,5,1200,Edwards,768,768,352,11767,1,_50,240,1995,1946
109500,5,894,NAmes,894,894,0,6600,1,_20,308,1962,1962
36e4,9,1944,NridgHt,1944,1896,1274,12378,3,_20,708,2004,2003
424870,8,2828,CollgCr,1466,1466,1150,9965,3,_60,1052,2007,2006
194500,7,1744,SawyerW,1014,996,402,9453,2,_60,457,2003,1993
180500,6,1425,NAmes,1425,1425,490,10175,2,_20,576,1964,1964
75500,4,630,MeadowV,630,630,150,1491,0,_180,0,1972,1972
91e3,4,988,MeadowV,526,462,462,1596,1,_180,297,1973,1973
24e4,7,1670,Gilbert,1670,1670,0,14859,3,_20,690,2006,2006
236500,8,1616,StoneBr,1616,1595,1180,5389,2,_120,608,1996,1995
186e3,6,1212,Edwards,1212,1212,36,10420,2,_20,460,2009,2009
208900,6,1493,CollgCr,1493,1478,994,13125,2,_20,508,1998,1997
91e3,3,1077,IDOTRR,1077,1007,0,9786,1,_30,210,1950,1922
135e3,5,2080,NAmes,1040,1040,650,11606,2,_60,504,1969,1969
297e3,8,1718,CollgCr,1718,1705,1288,10637,3,_20,826,2008,2007
115e3,6,1224,OldTown,818,818,468,3950,1,_50,210,2004,1926
161750,6,1392,CollgCr,689,689,378,10900,1,_60,299,1977,1977
39300,1,334,BrkSide,334,0,0,5e3,0,_20,0,1950,1946
179500,5,2192,SWISU,1052,720,378,8400,1,_75,240,1997,1939
119900,5,965,SawyerW,965,828,641,7800,1,_20,300,1965,1965
94500,6,987,BrDale,483,483,0,1680,1,_160,288,1972,1972
248900,8,1646,Timber,1646,1638,0,10656,3,_20,870,2007,2006
91300,5,886,OldTown,886,190,0,5784,1,_30,273,1996,1938
149900,5,894,CollgCr,894,894,894,9800,2,_20,552,1972,1972
359100,8,3194,Crawfor,1940,965,428,12168,2,_70,380,1998,1934
13e4,6,838,BrkSide,838,816,210,10267,1,_30,275,2e3,1918
262280,7,2329,SawyerW,1532,1475,1085,11839,2,_60,514,1990,1990
175500,6,1422,NWAmes,1422,1422,588,12090,2,_20,576,1981,1981
189e3,7,1456,CollgCr,728,728,648,8199,2,_60,410,2005,2005
98e3,5,1344,OldTown,624,624,0,4571,3,_70,513,1950,1916
11e4,5,1230,OldTown,682,440,0,10440,2,_50,440,1981,1910
17e4,8,1088,StoneBr,1088,1074,0,3696,2,_120,461,1986,1986
171750,7,1405,NridgHt,1405,1405,0,3136,2,_120,478,2003,2003
245500,8,1288,Veenker,1288,1260,786,14963,2,_120,500,1996,1996
187750,7,1301,Somerst,1301,1293,0,7200,2,_20,572,2006,2006
154300,5,2274,NAmes,1105,1105,443,11600,2,_90,480,1960,1960
143e3,5,1214,NAmes,1214,1214,695,10355,1,_20,318,1967,1967
108e3,5,948,Sawyer,948,948,0,8978,1,_20,300,1968,1968
112e3,4,1346,Edwards,796,560,0,11767,1,_50,384,2e3,1910
124e3,6,1229,Blueste,561,561,285,1300,2,_160,462,1980,1980
233e3,7,2084,SawyerW,956,956,656,10142,2,_60,618,2004,2004
375e3,7,2036,Timber,2036,2136,1236,215245,2,_20,513,1965,1965
127500,6,1689,Edwards,1689,1436,0,9855,2,_20,480,1956,1956
262500,7,2156,NWAmes,2156,1568,297,20781,2,_20,508,2003,1968
151e3,7,1200,Somerst,520,600,0,3180,2,_160,480,2005,2005
324e3,8,1719,Veenker,1719,1719,1619,10846,2,_120,473,1993,1993
212e3,7,1661,CollgCr,827,799,385,10667,2,_60,550,1996,1996
134900,6,1176,BrkSide,786,698,0,6e3,2,_50,624,2e3,1937
124500,5,816,Mitchel,816,816,546,8314,1,_20,264,1982,1982
98300,5,1048,NAmes,1048,0,0,7200,2,_20,420,1950,1950
15e4,4,1620,Sawyer,1620,1281,1116,9991,2,_20,490,1993,1976
186500,6,1792,Gilbert,962,936,0,10261,2,_60,451,2e3,2e3
68400,4,1128,IDOTRR,698,698,0,7500,2,_50,528,1950,1920
185500,7,1414,CollgCr,1414,1414,24,8773,2,_20,494,2004,2004
137500,5,1513,BrkSide,939,939,0,6120,1,_70,180,2004,1920
86e3,4,630,MeadowV,630,630,515,1526,1,_180,286,2002,1970
228950,5,1786,Timber,1619,1499,1249,164660,2,_190,529,1965,1965
239900,8,1801,Gilbert,901,893,0,10463,3,_60,800,2005,2005
149900,5,985,CollgCr,985,985,595,8385,1,_80,328,1977,1977
193500,6,1679,SawyerW,1679,1408,1138,8125,2,_20,575,1998,1994
98600,5,1235,NAmes,1235,1235,600,8500,2,_20,480,1961,1961
188500,7,1432,Gilbert,716,716,425,7795,2,_60,432,2005,2004
111250,4,864,NAmes,864,864,600,12735,2,_20,576,1972,1972
117e3,5,1348,BrkSide,884,884,0,6e3,1,_50,216,1997,1925
25e4,8,1634,NridgHt,1634,1626,0,11428,3,_20,866,2006,2006
143500,5,1268,CollgCr,1268,1268,196,9286,1,_20,252,1989,1977
446261,9,2713,NridgHt,1476,1452,1330,14948,3,_60,858,2008,2008
208500,7,1710,CollgCr,856,856,706,8450,2,_60,548,2003,2003
112500,5,928,OldTown,928,928,308,6e3,1,_20,288,1957,1957
144e3,5,1099,CollgCr,1099,1099,0,9525,1,_20,352,2006,1995
403e3,8,2794,NoRidge,1490,1462,689,15138,3,_60,810,1996,1995
25e4,7,2514,Timber,1298,1216,1216,11170,2,_60,693,1991,1990
101800,4,1224,NAmes,1224,0,0,9842,2,_90,462,1962,1962
175e3,7,1446,Gilbert,729,729,604,21872,2,_60,406,1997,1996
197500,5,1868,NWAmes,1088,780,381,10304,2,_60,484,1976,1976
85e3,5,1022,OldTown,1022,1022,247,7200,1,_30,280,2006,1910
108959,4,1258,Sawyer,1258,1198,1198,12900,2,_90,400,1969,1969
252678,7,1852,Somerst,932,900,822,8640,2,_60,644,2009,2009
115e3,4,864,NAmes,864,864,432,10500,0,_20,0,1971,1971
135e3,5,1271,Sawyer,720,720,0,21286,1,_50,312,1950,1948
156e3,6,912,Mitchel,912,888,773,7540,2,_85,470,1978,1978
13e4,5,1352,ClearCr,1352,1062,300,6930,1,_80,288,1958,1958
226e3,7,1479,CollgCr,1479,1453,1013,10665,2,_20,558,2003,2003
174500,7,1564,Crawfor,860,704,275,12e3,1,_70,234,1950,1941
155e3,6,1839,NAmes,1051,756,0,7700,2,_60,442,1966,1966
158e3,6,2119,NWAmes,1378,689,0,10448,2,_80,583,1972,1972
18e4,6,1298,SawyerW,1298,1298,1258,11200,2,_20,403,1985,1985
14e4,7,1717,Crawfor,961,756,216,9550,3,_70,642,1970,1915
315e3,8,2727,Crawfor,1549,853,297,10570,2,_70,440,1994,1932
239e3,6,2345,Crawfor,1170,952,503,16560,2,_70,360,1950,1932
120500,4,864,NAmes,864,864,375,6960,2,_20,660,1970,1970
19e4,6,1993,NWAmes,1097,825,416,14803,2,_60,495,1971,1971
226e3,7,2157,NAmes,1216,924,445,14200,2,_60,487,1966,1966
256300,8,1600,NridgHt,1600,1566,0,14230,3,_20,890,2007,2007
105e3,4,1374,OldTown,840,840,315,5400,1,_50,338,1950,1920
219500,7,2034,CollgCr,1057,1057,739,9375,2,_60,645,1998,1997
153900,6,1199,SawyerW,1199,1199,300,7892,2,_120,530,1993,1993
149e3,7,1502,Crawfor,851,776,0,7200,1,_70,270,2e3,1931
176e3,6,1382,NAmes,1382,1362,672,19296,2,_80,884,1962,1962
144e3,5,884,SawyerW,884,840,747,9180,2,_85,504,1983,1983
262500,8,1566,Somerst,1566,1566,1078,9e3,2,_20,750,2008,2008
179665,7,1496,Gilbert,664,654,554,17104,2,_60,426,2006,2006
101e3,5,1111,IDOTRR,581,530,0,7200,1,_75,288,1996,1920
97e3,4,1344,MeadowV,798,546,0,1533,0,_160,0,2008,1970
370878,9,1766,Somerst,1766,1766,1121,9187,3,_20,478,2009,2009
113e3,6,1218,BrDale,672,672,356,1890,1,_160,264,1973,1973
169500,7,1818,IDOTRR,1226,1040,224,7758,1,_50,240,1950,1931
152e3,6,1097,SawyerW,1097,1040,338,9672,2,_20,480,1985,1984
283463,8,1776,Timber,1776,1732,80,15306,3,_20,712,2007,2006
117e3,5,1604,Edwards,984,984,408,10998,2,_50,660,1960,1941
119500,6,1376,IDOTRR,780,780,0,8600,1,_50,198,1950,1937
137900,5,2136,NAmes,2136,2136,756,10680,2,_20,528,1951,1951
1e5,6,987,BrDale,483,483,330,1680,1,_160,264,1973,1973
193879,7,1294,CollgCr,1294,1286,0,6762,2,_20,662,2006,2006
202500,8,1370,NridgHt,1370,1370,24,6442,2,_120,484,2006,2006
168e3,8,1742,OldTown,916,916,216,17671,2,_70,424,1986,1882
119e3,5,804,OldTown,804,788,510,7200,1,_30,240,1992,1940
105500,6,832,NAmes,832,832,0,7227,2,_45,528,1954,1954
140200,6,1577,BrkSide,972,972,0,6435,1,_50,312,1950,1939
192500,7,1776,CollgCr,936,936,0,14006,2,_60,474,2002,2002
23e4,7,1314,NridgHt,1314,1314,904,5001,2,_120,626,2008,2007
175500,7,1626,NridgHt,764,764,0,2628,2,_160,474,2003,2003
116e3,6,1118,OldTown,734,648,0,4400,2,_50,440,1950,1920
99500,6,918,SawyerW,918,918,0,7892,1,_120,264,1979,1979
127e3,6,1355,IDOTRR,773,684,0,6882,0,_70,0,2006,1914
125500,5,1360,IDOTRR,803,803,0,7200,1,_50,297,1995,1938
133e3,7,767,NAmes,767,723,584,4058,1,_120,367,1998,1998
141e3,6,848,CollgCr,848,848,697,4426,2,_120,420,2004,2004
235e3,6,1252,ClearCr,1252,1602,429,13500,2,_20,564,1975,1960
185e3,6,1511,Gilbert,802,802,714,11207,2,_60,413,1997,1997
214e3,7,2060,Gilbert,1022,992,772,8755,2,_60,390,1999,1999
179e3,5,1200,Edwards,1200,1200,1200,10800,0,_90,0,1988,1987
176500,7,1632,Gilbert,955,935,0,9084,2,_60,462,1998,1998
29e4,8,2270,NoRidge,1164,1152,524,11764,3,_60,671,2007,1999
151400,6,2521,MeadowV,1291,942,837,3964,2,_160,576,1973,1973
95e3,3,1699,OldTown,1014,978,440,10615,2,_190,420,1970,1900
287090,8,1578,Somerst,1578,1573,0,9262,3,_20,840,2009,2008
